provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,readm_30_ami_hrrp_number_of_readmissions,readm_30_cabg_hrrp_number_of_readmissions,readm_30_copd_hrrp_number_of_readmissions,readm_30_hf_hrrp_number_of_readmissions,readm_30_hip_knee_hrrp_number_of_readmissions,readm_30_pn_hrrp_number_of_readmissions,readm_30_ami_hrrp_number_of_discharges,readm_30_cabg_hrrp_number_of_discharges,readm_30_copd_hrrp_number_of_discharges,readm_30_hf_hrrp_number_of_discharges,readm_30_hip_knee_hrrp_number_of_discharges,readm_30_pn_hrrp_number_of_discharges,readm_30_ami_hrrp_excess_readmission_ratio,readm_30_cabg_hrrp_excess_readmission_ratio,readm_30_copd_hrrp_excess_readmission_ratio,readm_30_hf_hrrp_excess_readmission_ratio,readm_30_hip_knee_hrrp_excess_readmission_ratio,readm_30_pn_hrrp_excess_readmission_ratio,readm_30_ami_hrrp_predicted_readmission_rate,readm_30_cabg_hrrp_predicted_readmission_rate,readm_30_copd_hrrp_predicted_readmission_rate,readm_30_hf_hrrp_predicted_readmission_rate,readm_30_hip_knee_hrrp_predicted_readmission_rate,readm_30_pn_hrrp_predicted_readmission_rate,readm_30_ami_hrrp_expected_readmission_rate,readm_30_cabg_hrrp_expected_readmission_rate,readm_30_copd_hrrp_expected_readmission_rate,readm_30_hf_hrrp_expected_readmission_rate,readm_30_hip_knee_hrrp_expected_readmission_rate,readm_30_pn_hrrp_expected_readmission_rate,value
190133,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,0.971,,,,,,14.3797,,,,,,14.8087,0.909307
190140,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,2.0,,1.0,,2.0,3.0,,,,23.0,28.0,,55.0,,,101.0,83.0,,237.0,,,1.0258,1.1172,,1.1803,,,21.0529,25.2324,,19.5601,,,20.5227,22.5863,,16.572,1.101097
190144,LA,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,,38.0,36.0,0.0,49.0,,,191.0,235.0,,318.0,0.9904,,1.0587,0.8912,1.0078,0.9466,15.7598,,17.9801,18.2401,4.8109,16.2975,15.9133,,16.9831,20.4678,4.7738,17.2161,1.016825
190145,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,2.0,,,11.0,11.0,,41.0,,,45.0,46.0,,184.0,,,1.0157,0.9989,,1.0926,,,22.0184,24.0607,,19.7426,,,21.6787,24.0864,,18.0698,0.966091
190146,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,21.0,0.0,60.0,101.0,17.0,135.0,190.0,,328.0,632.0,384.0,815.0,0.8676,0.9582,0.9724,0.8381,0.9988,0.9642,15.4572,14.7056,18.8561,17.6507,4.433,16.7954,17.8168,15.3473,19.3916,21.0614,4.4382,17.4183,1.000268
190151,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,3.0,2.0,3.0,2.0,,,0.0,16.0,,19.0,,,,68.0,,100.0,,,1.0385,1.0271,,1.0758,,,15.5528,21.1343,,15.3524,,,14.9759,20.576,,14.2701,1.006212
190160,LA,Acute Care Hospitals,Proprietary,1,1,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,99.0,24.0,96.0,195.0,0.0,168.0,459.0,106.0,481.0,785.0,,835.0,1.1749,1.1778,1.0193,1.0897,0.8679,1.0995,19.4663,17.1188,19.6944,24.153000000000002,4.7241,19.5181,16.5691,14.5345,19.3216,22.1648,5.4434,17.7523,1.05208
190164,LA,Acute Care Hospitals,Proprietary,1,1,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,,,89.0,80.0,0.0,70.0,,,382.0,304.0,,243.0,,,1.1358,1.1133,1.0835,1.3084,,,21.0716,24.1038,6.7452,22.8324,,,18.5524,21.6507,6.2254,17.4508,1.071963
190167,LA,Acute Care Hospitals,Proprietary,1,1,4.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,,49.0,77.0,0.0,140.0,,,240.0,278.0,,746.0,0.9894,,1.0198,1.1234,1.0243,1.0873,17.4618,,19.8769,25.051,4.8692,18.1884,17.6495,,19.4907,22.2983,4.7537,16.7283,1.089703
190176,LA,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,28.0,,17.0,40.0,0.0,27.0,110.0,,102.0,160.0,,115.0,1.0883,,0.9674,1.0222,0.9788,1.1314,20.6468,,18.808,24.131999999999998,4.5604,17.9487,18.9711,,19.4412,23.6085,4.6591,15.8645,0.9558110000000001
190177,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,14.0,0.0,37.0,42.0,0.0,58.0,82.0,,145.0,186.0,,268.0,0.9974,1.0070000000000001,1.0603,0.9842,1.0162,1.0861,17.2624,12.9614,22.7379,23.1217,4.6083,19.9981,17.3079,12.8716,21.4457,23.4926,4.5347,18.4128,1.016729
190183,LA,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,,11.0,17.0,0.0,0.0,,,57.0,61.0,,,,,0.9996,1.0371,0.9372,0.9313,,,19.3486,24.0791,5.1877,14.9338,,,19.3571,23.2176,5.5353,16.0351,0.909349
190184,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,2.0,,,11.0,0.0,,18.0,,,80.0,,,155.0,,,0.9505,0.9455,,0.9009,,,17.9511,20.4906,,15.020999999999999,,,18.8854,21.6711,,16.6739,1.037786
190190,LA,Acute Care Hospitals,Proprietary,0,1,4.0,2.0,,2.0,3.0,,,,,,31.0,22.0,,0.0,0.0,,134.0,136.0,,,,,1.0151,0.8976,,0.9841,,,22.3719,21.0669,,18.817999999999998,,,22.0394,23.469,,19.1218,0.81504
190199,LA,Acute Care Hospitals,Government - State,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190201,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,3.0,2.0,3.0,,,,0.0,0.0,13.0,0.0,,,,,83.0,,,,1.0373,1.0602,1.4713,0.9672,,,18.0562,19.1331,6.52,13.0011,,,17.4064,18.0465,4.4315,13.4419,0.9432219999999999
190202,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,13.0,0.0,29.0,42.0,0.0,31.0,97.0,,132.0,185.0,,245.0,0.9562,0.9353,1.0111,0.9990000000000001,0.9086,0.8752,16.1047,11.6406,21.3992,22.7351,4.9494,15.4323,16.8417,12.4454,21.1635,22.7571,5.4473,17.6338,1.036153
190204,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,13.0,,26.0,64.0,,48.0,80.0,,116.0,183.0,,207.0,1.0011,,1.0190000000000001,1.1629,,1.0761,16.172,,21.2963,29.4475,,21.2539,16.1549,,20.8983,25.3215,,19.7505,0.9926360000000001
190205,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,13.0,21.0,28.0,40.0,,21.0,67.0,112.0,111.0,146.0,,106.0,1.0263,1.0368,1.0724,1.0629,,1.0276,17.0937,17.5462,21.0147,24.7273,,18.4558,16.655,16.9232,19.5966,23.2637,,17.9595,1.0167620000000002
190208,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,2.0,2.0,3.0,,,,22.0,0.0,,0.0,,,90.0,,,,,,1.0485,0.9995,,0.9713,,,20.9526,21.1353,,15.3971,,,19.9827,21.1462,,15.8522,0.8707360000000001
200008,ME,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,,35.0,33.0,35.0,49.0,,,189.0,227.0,882.0,382.0,0.9641,,0.9903,0.8686,0.8987,0.8796,15.7517,,18.8558,18.2478,4.2042,14.5214,16.3387,,19.0396,21.0091,4.6783,16.5083,0.980563
190218,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,,1.0,3.0,,,,0.0,20.0,,33.0,,,,75.0,,198.0,,,1.0175,1.0666,,1.0212,,,17.3151,21.4573,,16.1249,,,17.0165,20.1181,,15.7897,1.140299
190236,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,23.0,0.0,71.0,98.0,0.0,66.0,147.0,,444.0,415.0,,490.0,0.9966,0.958,0.8922,1.0191,0.9356,0.8777,15.7816,13.6458,17.683,23.3283,5.7457,14.8254,15.835,14.2446,19.8201,22.8911,6.1415,16.892,1.1819540000000002
190241,LA,Acute Care Hospitals,Proprietary,0,3,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,1.0025,,,,,,3.5251,,,,,,3.5163,,
190242,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,0.0,27.0,0.0,26.0,,,,129.0,,190.0,,,0.9464,0.9914,1.2093,0.9509,,,18.1121,21.3434,5.4689,15.0126,,,19.1372,21.529,4.5223,15.7883,1.119805
190245,LA,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89849
190246,LA,Acute Care Hospitals,Physician,0,1,,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,0.8795,,,,,,3.9115,,,,,,4.4475,,1.1257780000000002
190250,LA,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,18.0,15.0,0.0,45.0,0.0,22.0,108.0,105.0,,253.0,,139.0,0.9946,1.0133,0.9135,0.8973,1.0083,0.9539,16.9632,13.8423,19.0962,20.4081,6.0231,17.5962,17.0546,13.66,20.9045,22.7427,5.9735,18.4462,0.972032
190251,LA,Acute Care Hospitals,Physician,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190255,LA,Acute Care Hospitals,Proprietary,0,3,,,,,3.0,1.0,,,,,,,0.0,,,,,,,,,,,,0.9206,,,,,,3.0228,,,,,,3.2835,,0.867382
190256,LA,Acute Care Hospitals,Proprietary,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190259,LA,Acute Care Hospitals,Physician,0,1,,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,1.0069,,,,,,4.3741,,,,,,4.3441,,1.047056
190263,LA,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,,2.0,3.0,2.0,2.0,,40.0,31.0,,51.0,,0.0,317.0,274.0,,257.0,,,0.9226,0.8946,,0.9545,,0.9988,14.0724,12.7361,,20.9516,,16.453,15.2523,14.2373,,21.9504,,16.473,0.929406
190266,LA,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.038812
190267,LA,Acute Care Hospitals,Physician,0,1,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,0.9567,,,,,,4.5469,,,,,,4.7525,,
190268,LA,Acute Care Hospitals,Proprietary,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0857,,,,,,4.0651,,,,,,3.7442,,
190270,LA,Acute Care Hospitals,Physician,0,1,,,,,3.0,,,,,,,,0.0,,,,,,,0.0,,,,,0.9994,,,,,,4.3542,,,,,,4.3568,,0.966621
190274,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,15.0,,0.0,39.0,0.0,32.0,81.0,,,132.0,,135.0,1.0337,,0.951,1.0848,0.9845,1.0968,16.1428,,19.0178,25.5746,5.0154,20.0879,15.6169,,19.9968,23.5765,5.0943,18.3145,0.9754010000000001
190278,LA,Acute Care Hospitals,Physician,0,1,,,,,3.0,,,,,,,,22.0,,,,,,559.0,,,,,,0.94,,,,,,4.1503,,,,,,4.4153,,0.987498
190297,LA,Acute Care Hospitals,Proprietary,0,1,,,,2.0,3.0,,,,,,0.0,,0.0,14.0,0.0,,,,,84.0,,,0.9686,,1.2548,0.9932,,,18.1225,,5.7934,17.0835,,,18.7099,,4.617,17.1996,1.43234
190298,LA,Acute Care Hospitals,Physician,0,1,,,,,3.0,2.0,,1.0,,,,,29.0,,,,,,775.0,,,,,,0.8806,,,,,,4.0597,,,,,,4.6104,,1.000873
190300,LA,Acute Care Hospitals,Physician,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200009,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,140.0,47.0,67.0,193.0,42.0,130.0,1161.0,416.0,466.0,1095.0,1390.0,922.0,0.8490000000000001,0.8841,0.8571,0.86,0.7728,0.8966,12.8584,12.3289,16.5354,18.4528,3.3799,14.699000000000002,15.1462,13.9457,19.2932,21.4578,4.3738,16.3934,1.003839
190302,LA,Acute Care Hospitals,Proprietary,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190303,LA,Acute Care Hospitals,Physician,0,1,,,,,3.0,2.0,,,,,,,0.0,,,,,,,,,,,,0.972,,,,,,5.1386,,,,,,5.2867,,1.286419
190307,LA,Acute Care Hospitals,Proprietary,1,3,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
190308,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,21.0,,16.0,,,,80.0,,83.0,,,0.972,1.0365,,1.0216,,,18.0736,23.4366,,17.9361,,,18.5939,22.6106,,17.5567,1.028561
190312,LA,Acute Care Hospitals,Government - State,1,3,3.0,,2.0,2.0,3.0,2.0,2.0,1.0,,,0.0,14.0,,0.0,,,,36.0,,,,,0.9962,1.0727,,0.9283,,,18.7448,26.2124,,15.804,,,18.8159,24.4368,,17.0241,1.116832
190313,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,3,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.084663
191300,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191301,LA,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191302,LA,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191303,LA,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191304,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191305,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191306,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191307,LA,Critical Access Hospitals,Proprietary,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191308,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191309,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191310,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191319,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191311,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191312,LA,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191313,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191314,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191315,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191316,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191317,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191318,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200001,ME,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,19.0,,60.0,58.0,18.0,71.0,95.0,,332.0,288.0,402.0,466.0,0.9988,,0.9431,0.9482,0.9743,0.9388,20.0762,,19.2502,21.2779,4.6039,15.9315,20.1001,,20.410999999999998,22.4393,4.7255,16.9703,0.984311
191320,LA,Critical Access Hospitals,Proprietary,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191321,LA,Critical Access Hospitals,Government - State,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191322,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191323,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191324,LA,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191325,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191326,LA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193300,LA,Childrens,Voluntary non-profit - Private,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193301,LA,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200018,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,19.0,,40.0,38.0,0.0,44.0,102.0,,218.0,179.0,,252.0,1.0008,,0.9586,0.9618,0.8709,1.0286,18.5824,,19.6445,22.5871,4.7728,16.8888,18.5681,,20.4924,23.4847,5.48,16.419,0.89207
200019,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,23.0,,80.0,103.0,0.0,92.0,135.0,,463.0,513.0,,613.0,0.9617,,0.9057,0.9532,0.8941,0.9079999999999999,18.7796,,18.7076,20.649,4.1385,15.815999999999999,19.5275,,20.6562,21.6637,4.6285,17.4193,0.9424790000000001
200020,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,14.0,,31.0,68.0,0.0,47.0,103.0,,167.0,286.0,,393.0,0.9752,,1.016,1.0871,0.9279,0.9111,14.9866,,17.9533,22.0,4.2261,13.1216,15.3676,,17.6715,20.2376,4.5543,14.4024,0.9720190000000001
200021,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,17.0,,52.0,42.0,0.0,51.0,88.0,,230.0,257.0,,343.0,1.0313,,1.0786,0.9115,1.0189,0.9734,17.2659,,20.4282,18.4957,4.4541,15.2651,16.7414,,18.9401,20.2909,4.3716,15.6829,0.888958
200024,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,58.0,15.0,74.0,75.0,13.0,99.0,431.0,93.0,383.0,425.0,269.0,608.0,0.9293,1.0555,0.9825,0.8946,1.0019,0.9754,14.4325,14.1132,19.6266,19.2299,4.8188,16.4932,15.5298,13.3713,19.9754,21.4966,4.8096,16.9098,0.9754309999999999
200031,ME,Acute Care Hospitals,Government - Local,1,1,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,11.0,,55.0,44.0,0.0,33.0,48.0,,266.0,170.0,,195.0,1.011,,1.0225,1.0633,0.9505,0.9803,21.5069,,20.1196,23.628,4.5346,17.4522,21.272,,19.6769,22.2213,4.7706,17.8035,0.8845860000000001
200033,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,176.0,29.0,96.0,155.0,31.0,129.0,1212.0,200.0,469.0,783.0,453.0,734.0,0.9008,1.0548,0.9890000000000001,0.8965,1.246,0.9620000000000001,15.0223,13.579,20.629,20.6568,5.8861,17.8532,16.6758,12.8731,20.8575,23.0429,4.724,18.5589,1.0292370000000002
200034,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,,26.0,25.0,0.0,37.0,,,127.0,187.0,,293.0,0.9147,,1.0203,0.8478,0.8072,0.8633,18.4121,,19.4324,18.6911,3.9927,15.1717,20.1283,,19.0454,22.0469,4.9466,17.5738,0.994152
200037,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,,31.0,27.0,0.0,53.0,,,200.0,150.0,,264.0,0.9741,,0.9461,0.9342,1.0152,1.1036,20.0613,,17.2837,20.8006,4.6096,18.1403,20.5953,,18.2675,22.2655,4.5404,16.4374,0.948952
200039,ME,Acute Care Hospitals,Voluntary non-profit - Other,1,3,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,33.0,,41.0,67.0,0.0,100.0,165.0,,306.0,361.0,,769.0,1.0029,,0.8658,0.9176,0.8436,0.8487,19.8945,,16.4477,20.0102,4.1977,14.0766,19.8379,,18.9973,21.808000000000003,4.9761,16.5852,0.954216
200041,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,,0.0,17.0,0.0,0.0,,,,80.0,,,1.0003,,0.9764,0.9956,0.8643,0.8617,20.6212,,18.1927,21.5884,4.711,13.2364,20.6145,,18.6324,21.6835,5.4506,15.3611,0.992408
200050,ME,Acute Care Hospitals,Voluntary non-profit - Other,1,1,5.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,25.0,,20.0,21.0,13.0,47.0,148.0,,121.0,126.0,103.0,313.0,0.927,,0.9351,0.9028,1.3417,0.8908,20.0603,,20.3108,21.7645,6.9418,16.9436,21.6408,,21.7196,24.1085,5.1738,19.0201,0.9205049999999999
200052,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,3.0,3.0,2.0,3.0,1.0,,,0.0,0.0,0.0,19.0,,,,,,189.0,,,0.9155,0.8538,0.9453,0.8462,,,16.0229,19.1146,4.1793,14.5127,,,17.5024,22.3887,4.4211,17.1508,0.8495159999999999
200063,ME,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,32.0,41.0,0.0,46.0,69.0,,167.0,222.0,,356.0,0.9823,,0.9952,0.9435,1.0212,0.9135,18.9491,,19.3495,20.0545,4.5827,14.1903,19.2909,,19.4419,21.2557,4.4876,15.5341,0.9135629999999999
201300,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201301,ME,Critical Access Hospitals,Voluntary non-profit - Private,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201302,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,3,4.0,2.0,,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201303,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201304,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201305,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201306,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201307,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201308,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201309,ME,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201310,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201311,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201312,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,3,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201313,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201314,ME,Critical Access Hospitals,Voluntary non-profit - Other,1,3,4.0,2.0,,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201315,ME,Critical Access Hospitals,Voluntary non-profit - Private,1,3,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
